X,Y,OBJECTID,FIELDNAME,FIELDAREA,ORGGRPNM,UNITNAME,UNITTYPCOD,UNITTYPDES,LOCATION,PERIODDATE,PERIODYRMN,PERIODMNTH,PERIODMNNM,PERIODYR,OILPRODMAS,OILPRODM3,OILPRDDENS,OILPRODMBD,DGASPRODMA,DGASPROKSM,DGASPROMMS,DGASPRODEN,AGASPRODMA,AGASPROMMS,AGASPROKSM,AGASPRODEN,GCONDMASS,GCONDVOL,GCONDMBD,GCONDDEN,INJWATMASS,INJWATVOL,INJWATMBD,WATPRODMAS,WATPRODVOL,WATPRODMBD,WELLREGNO
1.114562338,58.23141922,3001,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-03-15T00:00:00.000Z,201703,3,March,2017,2730.3966,3294,828.9,0.66836323,,,,,56.112,0.06379484,56,1.002,,,,,0,0,0,48163,48163,9.77242806,110/15a-L12
1.114562338,58.23141922,3002,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-04-15T00:00:00.000Z,201704,4,April,2017,2730.3966,3294,828.9,0.690642,,,,,56.112,0.06592133,56,1.002,,,,,0,0,0,48163,48163,10.09817567,110/15a-L12Z
1.114562338,58.23141922,3003,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-05-15T00:00:00.000Z,201705,5,May,2017,2509.0128,3024,829.7,0.61357935,,,,,49.5,0.05695968,50,0.99,,,,,0,0,0,46033,46033,9.34024419,110/15-L10
1.114562338,58.23141922,3004,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-06-15T00:00:00.000Z,201706,6,June,2017,259.0875,315,822.5,0.066045,,,,,5.892,0.007063,6,0.982,,,,,0,0,0,4896,4896,1.026528,110/15-L10Y
1.114562338,58.23141922,3005,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-07-15T00:00:00.000Z,201707,7,July,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,110/15-L10Z
1.114562338,58.23141922,3006,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-08-15T00:00:00.000Z,201708,8,August,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,110/15-L8Z
1.114562338,58.23141922,3007,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-09-15T00:00:00.000Z,201709,9,September,2017,27.5121,33,833.7,0.006919,,,,,0.975,0.00117717,1,0.975,,,,,0,0,0,153,153,0.032079,22/06c-B3Z
1.114562338,58.23141922,3008,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-10-15T00:00:00.000Z,201710,10,October,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,3/03-C59
1.114562338,58.23141922,3009,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-11-15T00:00:00.000Z,201711,11,November,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,3/08-S87Z
1.114562338,58.23141922,3010,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2017-12-15T00:00:00.000Z,201712,12,December,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,206/08- 7A
1.114562338,58.23141922,3011,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-01-15T00:00:00.000Z,201801,1,January,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,3/08-S78Y
1.114562338,58.23141922,3012,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-02-15T00:00:00.000Z,201802,2,Feburary,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,3/03-C78
1.114562338,58.23141922,3013,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-03-15T00:00:00.000Z,201803,3,March,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/20-A7
1.114562338,58.23141922,3014,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-04-15T00:00:00.000Z,201804,4,April,2018,55.6569,67,830.7,0.01404767,,,,,0.957,0.00117717,1,0.957,,,,,0,0,0,305,305,0.06394833,22/22a- 7
1.114562338,58.23141922,3015,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-05-15T00:00:00.000Z,201805,5,May,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/22a- 7Y
1.114562338,58.23141922,3016,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-06-15T00:00:00.000Z,201806,6,June,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/22c- 3
1.114562338,58.23141922,3017,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-07-15T00:00:00.000Z,201807,7,July,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/22c- 3Z
1.114562338,58.23141922,3018,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-08-15T00:00:00.000Z,201808,8,August,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/23a- 3
1.114562338,58.23141922,3019,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-09-15T00:00:00.000Z,201809,9,September,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/23a- 7
1.114562338,58.23141922,3020,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-10-15T00:00:00.000Z,201810,10,October,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/23a- 7Z
1.114562338,58.23141922,3021,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-11-15T00:00:00.000Z,201811,11,November,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/24a- 3
1.114562338,58.23141922,3022,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2018-12-15T00:00:00.000Z,201812,12,December,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/24a- 3Z
1.114562338,58.23141922,3023,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2019-01-15T00:00:00.000Z,201901,1,January,2019,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/24a- 6
1.114562338,58.23141922,3024,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2019-02-15T00:00:00.000Z,201902,2,Feburary,2019,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/24a-A2
1.114562338,58.23141922,3025,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2019-03-15T00:00:00.000Z,201903,3,March,2019,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/24a-A4Z
1.114562338,58.23141922,3026,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2019-04-15T00:00:00.000Z,201904,4,April,2019,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/25a- 10Y
1.114562338,58.23141922,3027,BALMORAL,CNS,PREMIER OIL PLC,BALMORAL,P,Oil Field Exporting to Pipeline,Offshore,2019-05-15T00:00:00.000Z,201905,5,May,2019,1731.0111,2119,816.9,0.42995194,,,,,28.971,0.03303661,29,0.999,,,,,0,0,0,18724,18724,3.79916,22/28b- 2
1.317792133,56.99584559,3028,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1996-09-15T00:00:00.000Z,199609,9,September,1996,65913.518,78562,839,16.47183267,,,,,16536.92,11.72693433,9962,1.66,,,,,0,0,0,0,0,0,22/30b- 4
1.317792133,56.99584559,3029,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1996-10-15T00:00:00.000Z,199610,10,October,1996,104212.19,124210,839,25.20260968,,,,,26156.62,17.95027274,15757,1.66,,,,,0,0,0,0,0,0,220/26- 1
1.317792133,56.99584559,3030,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1996-11-15T00:00:00.000Z,199611,11,November,1996,112389.923,133957,839,28.08631767,,,,,31206.34,22.12955617,18799,1.66,,,,,0,0,0,0,0,0,23-11-02
1.317792133,56.99584559,3031,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1996-12-15T00:00:00.000Z,199612,12,December,1996,97653.727,116393,839,23.61651516,,,,,28303,19.42325,17050,1.66,,,,,0,0,0,0,0,0,23-11-03
1.317792133,56.99584559,3032,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-01-15T00:00:00.000Z,199701,1,January,1997,121491.395,144805,839,29.38140161,,,,,41836.98,28.711095,25203,1.66,,,,,0,0,0,0,0,0,23/11- 3Z
1.317792133,56.99584559,3033,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-02-15T00:00:00.000Z,199702,2,Feburary,1997,89326.652,106468,839,23.91727571,,,,,25046.08,19.02974,15088,1.66,,,,,0,0,0,0,0,0,23/16a- 5
1.317792133,56.99584559,3034,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-03-15T00:00:00.000Z,199703,3,March,1997,67408.616,80344,839,16.30205677,,,,,18904.08,12.97313613,11388,1.66,,,,,0,0,0,0,0,0,23/16a- 5Z
1.317792133,56.99584559,3035,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-04-15T00:00:00.000Z,199704,4,April,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/16d- 6
1.317792133,56.99584559,3036,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-05-15T00:00:00.000Z,199705,5,May,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/16d- 7
1.317792133,56.99584559,3037,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-06-15T00:00:00.000Z,199706,6,June,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/16d- 7Z
1.317792133,56.99584559,3038,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-07-15T00:00:00.000Z,199707,7,July,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/22a- 2Z
1.317792133,56.99584559,3039,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-08-15T00:00:00.000Z,199708,8,August,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 1
1.317792133,56.99584559,3040,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-09-15T00:00:00.000Z,199709,9,September,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 10
1.317792133,56.99584559,3041,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-10-15T00:00:00.000Z,199710,10,October,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 10Z
1.317792133,56.99584559,3042,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-11-15T00:00:00.000Z,199711,11,November,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 12
1.317792133,56.99584559,3043,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1997-12-15T00:00:00.000Z,199712,12,December,1997,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 12Z
1.317792133,56.99584559,3044,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-01-15T00:00:00.000Z,199801,1,January,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 13
1.317792133,56.99584559,3045,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-02-15T00:00:00.000Z,199802,2,Feburary,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 13Z
1.317792133,56.99584559,3046,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-03-15T00:00:00.000Z,199803,3,March,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 16
1.317792133,56.99584559,3047,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-04-15T00:00:00.000Z,199804,4,April,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 17
1.317792133,56.99584559,3048,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-05-15T00:00:00.000Z,199805,5,May,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 19
1.317792133,56.99584559,3049,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-06-15T00:00:00.000Z,199806,6,June,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 19Z
1.317792133,56.99584559,3050,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-07-15T00:00:00.000Z,199807,7,July,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 21
1.317792133,56.99584559,3051,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-08-15T00:00:00.000Z,199808,8,August,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 2Z
1.317792133,56.99584559,3052,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-09-15T00:00:00.000Z,199809,9,September,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 3
1.317792133,56.99584559,3053,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-10-15T00:00:00.000Z,199810,10,October,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/26a- 5
1.317792133,56.99584559,3054,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-11-15T00:00:00.000Z,199811,11,November,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,3/03-C69
1.317792133,56.99584559,3055,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1998-12-15T00:00:00.000Z,199812,12,December,1998,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,3/08-S42
1.317792133,56.99584559,3056,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-01-15T00:00:00.000Z,199901,1,January,1999,1510.32,1798,840,0.36482,,,,,350.4,0.24948339,219,1.6,,,,,57121,57121,11.59003516,0,0,0,3/08-S36
1.317792133,56.99584559,3057,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-02-15T00:00:00.000Z,199902,2,Feburary,1999,79494.24,94636,840,21.25930143,,,,,16971.2,13.37807875,10607,1.6,,,,,167276,167276,37.57735857,0,0,0,26-07-01
1.317792133,56.99584559,3058,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-03-15T00:00:00.000Z,199903,3,March,1999,84741.72,100883,840,20.46948613,,,,,17244.8,12.27822806,10778,1.6,,,,,262538,262538,53.2698071,0,0,0,26/14- 1
1.317792133,56.99584559,3059,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-04-15T00:00:00.000Z,199904,4,April,1999,102011.28,121442,840,25.46233933,,,,,21136,15.55037167,13210,1.6,,,,,205536,205536,43.094048,0,0,0,28/04a- 2
1.317792133,56.99584559,3060,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-05-15T00:00:00.000Z,199905,5,May,1999,96738.6,115165,840,23.36735,,,,,21219.2,15.10798484,13262,1.6,,,,,160012,160012,32.46695097,0,0,0,28/04b- 1
1.317792133,56.99584559,3061,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-06-15T00:00:00.000Z,199906,6,June,1999,84374.64,100446,840,21.060178,,,,,19009.6,13.98591717,11881,1.6,,,,,193778,193778,40.62878733,0,0,0,28/04b- 1A
1.317792133,56.99584559,3062,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-07-15T00:00:00.000Z,199907,7,July,1999,64833.72,77183,840,15.66067968,,,,,14068.8,10.01692887,8793,1.6,,,,,211636,211636,42.9416271,0,0,0,29/01b- 2
1.317792133,56.99584559,3063,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-08-15T00:00:00.000Z,199908,8,August,1999,191570.4,228060,840,46.27410968,,,,,41392,29.4709371,25870,1.6,,,,,252497,252497,51.23245581,4034,4034,0.81851161,29/02- 1
1.317792133,56.99584559,3064,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-09-15T00:00:00.000Z,199909,9,September,1999,198024.96,235744,840,49.42765867,,,,,44379.2,32.65107183,27737,1.6,,,,,319962,319962,67.085366,5069,5069,1.06280033,29/02a- 2
1.317792133,56.99584559,3065,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-10-15T00:00:00.000Z,199910,10,October,1999,123518.64,147046,840,29.83610774,,,,,29606.4,21.07963742,18504,1.6,,,,,233869,233869,47.45277452,3335,3335,0.67668226,29/02a-B5
1.317792133,56.99584559,3066,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,1999-11-15T00:00:00.000Z,199911,11,November,1999,75147.24,89461,840,18.75698967,,,,,16004.8,11.77519817,10003,1.6,,,,,276328,276328,57.93677067,4418,4418,0.92630733,29/02a-B5X
1.317792133,56.99584559,3067,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-01-15T00:00:00.000Z,200001,1,January,2000,81851.2443,96831,845.3,19.64732226,,,,,9324.288,12.46733419,10944,0.852,,,,,199363,199363,40.45139581,16895,16895,3.42805,29/02a-B5Y
1.317792133,56.99584559,3068,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-02-15T00:00:00.000Z,200002,2,Feburary,2000,113425.224,135320,838.2,29.35044138,,,,,12482.76,18.01065,14790,0.844,,,,,181645,181645,39.39817414,2848,2848,0.61772138,29/02a-B5Z
1.317792133,56.99584559,3069,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-03-15T00:00:00.000Z,200003,3,March,2000,132264.3072,157758,838.4,32.0096071,,,,,15604.773,21.08761177,18511,0.843,,,,,290102,290102,58.86263161,14742,14742,2.99119935,29/02c- 11Y
1.317792133,56.99584559,3070,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-04-15T00:00:00.000Z,200004,4,April,2000,114936.8905,137435,836.3,28.81553833,,,,,16272.429,22.72284817,19303,0.843,,,,,75449,75449,15.81914033,2544,2544,0.533392,29/02c- 13
1.317792133,56.99584559,3071,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-05-15T00:00:00.000Z,200005,5,May,2000,58081.428,69642,834,14.13058645,,,,,15708.16,15.16494452,13312,1.18,,,,,0,0,0,513,513,0.10408935,29/02c- 9
1.317792133,56.99584559,3072,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-06-15T00:00:00.000Z,200006,6,June,2000,26525.37,31805,834,6.66844833,,,,,3097.48,4.32020167,3670,0.844,,,,,246,246,0.051578,98,98,0.02054733,29/11a- 1
1.317792133,56.99584559,3073,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-07-15T00:00:00.000Z,200007,7,July,2000,80330.3892,96066,836.2,19.49210129,,,,,10776.26,15.28797742,13420,0.803,,,,,4877,4877,0.98955903,2778,2778,0.56366516,29-12-01
1.317792133,56.99584559,3074,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-08-15T00:00:00.000Z,200008,8,August,2000,103858.9618,124561,833.8,25.27382871,,,,,22168.412,31.10112306,27301,0.812,,,,,191,191,0.03875452,2264,2264,0.4593729,29-12-02
1.317792133,56.99584559,3075,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-10-15T00:00:00.000Z,200010,10,October,2000,162.201,195,831.8,0.03956613,,,,,5.698,0.00797435,7,0.814,,,,,191,191,0.03875452,417,417,0.08461065,29/14c- 5
1.317792133,56.99584559,3076,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-11-15T00:00:00.000Z,200011,11,November,2000,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,29/16- 1
1.317792133,56.99584559,3077,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2000-12-15T00:00:00.000Z,200012,12,December,2000,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,29/20- 1
1.317792133,56.99584559,3078,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-01-15T00:00:00.000Z,200101,1,January,2001,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,03-02-08
1.317792133,56.99584559,3079,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-02-15T00:00:00.000Z,200102,2,Feburary,2001,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,3/02-A8
1.317792133,56.99584559,3080,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-03-15T00:00:00.000Z,200103,3,March,2001,8510.9776,10232,831.8,2.07610581,,,,,848.188,1.18703968,1042,0.814,,,,,0,0,0,0,0,0,3/02-B1
1.317792133,56.99584559,3081,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-04-15T00:00:00.000Z,200104,4,April,2001,103078.9613,124057,830.9,26.01061767,,,,,11041.91,15.96826583,13565,0.814,,,,,134269,134269,28.15173367,4445,4445,0.93196833,03-03-01
1.317792133,56.99584559,3082,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-05-15T00:00:00.000Z,200105,5,May,2001,87810.3726,105554,831.9,21.4172471,,,,,11216.106,15.6969479,13779,0.814,,,,,235717,235717,47.82773968,18756,18756,3.8056529,03-03-10
1.317792133,56.99584559,3083,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-06-15T00:00:00.000Z,200106,6,June,2001,97282.386,116940,831.9,24.51842,,,,,13414.72,19.39970667,16480,0.814,,,,,218280,218280,45.76604,42812,42812,8.97624933,03-03-02
1.317792133,56.99584559,3084,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-07-15T00:00:00.000Z,200107,7,July,2001,98647.3904,118339,833.6,24.01136484,,,,,21510.764,30.10432871,26426,0.814,,,,,300781,300781,61.02943516,61605,61605,12.49985323,3/03- 4A
1.317792133,56.99584559,3085,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-08-15T00:00:00.000Z,200108,8,August,2001,101568.0897,121653,834.9,24.68378613,,,,,19486.346,27.27115435,23939,0.814,,,,,297978,297978,60.46069742,76770,76770,15.57688065,03-03-06
1.317792133,56.99584559,3086,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-09-15T00:00:00.000Z,200109,9,September,2001,97818.6898,117022,835.9,24.53561267,,,,,17481.464,25.28083133,21476,0.814,,,,,211805,211805,44.40844833,106059,106059,22.237037,03-03-07
1.317792133,56.99584559,3087,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-10-15T00:00:00.000Z,200110,10,October,2001,88683.1495,106271,834.5,21.56272871,,,,,17922.652,25.08276355,22018,0.814,,,,,221978,221978,45.04005226,125441,125441,25.45238355,03-03-08
1.317792133,56.99584559,3088,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-11-15T00:00:00.000Z,200111,11,November,2001,79833.0547,95597,835.1,20.04350433,,,,,19072.834,27.58219217,23431,0.814,,,,,129137,129137,27.07572433,121853,121853,25.54851233,3/03-C1
1.317792133,56.99584559,3089,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2001-12-15T00:00:00.000Z,200112,12,December,2001,70645.7451,84819,832.9,17.21004871,,,,,22844.096,31.97032774,28064,0.814,,,,,46752,46752,9.48613161,120220,120220,24.39302581,3/03-C11
1.317792133,56.99584559,3090,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2002-01-15T00:00:00.000Z,200201,1,January,2002,56175.8622,67341,834.2,13.66370613,,,,,24818.046,34.7328721,30489,0.814,,,,,0,0,0,94362,94362,19.14635419,3/03-C13
1.317792133,56.99584559,3091,BANFF,CNS,CNR INTERNATIONAL,BANFF,OTL,Offshore Tanker Loader,Offshore,2002-02-15T00:00:00.000Z,200202,2,Feburary,2002,48227.6046,57813,834.2,12.9872775,,,,,26792.81,41.51404375,32915,0.814,,,,,0,0,0,73894,73894,16.59975929,3/03-C17
